customer_id,loan_count,total_amount_overdue,maturity_dpd,total_missed_installment,has_14plus_dpd,count_14plus_dpd,tenor_in_months,ontime_repayment_rate,age,gender,marital_status,state,location,purpose,employment_status,dw_channel_key,total_loan_amount,income,income_bracket,age_category,missed_payment_ratio,overdue_utilization,monthly_loan_volume,repayment_efficiency,segment
87525,1,0.0,0,15,0,0,24.0,0.0,42,Unknown,2,Enugu,Nsukka,8,0,5,72572038.02,1156632.93,800k - 1.19M,37-44,0.6249999739583344,0.0,3023834.791506883,0.0,Medium Risk - Low Value
87547,1,216315.74,0,1,1,1,3.0,0.0,27,Unknown,2,Others,Others,8,2,5,1304795.16,8947122.87,1.2M and above,18-28,0.33333322222225925,0.16578521030062238,434931.5750228083,0.0,Medium Risk - Low Value
87558,2,112830.13,0,4,0,0,12.0,10.83,57,Unknown,2,Lagos,Alimosho,7,0,1,7774226.1,304416.81,300k - 499k,44-65,0.3333333055555579,0.014513358442197288,647852.1210123233,0.10830000000000001,Low Risk - Low Value
87595,2,0.0,0,0,0,0,4.0,27.77,48,Unknown,2,Lagos,Eti Osa,8,2,1,19961569.5,11007721.56,1.2M and above,44-65,0.0,0.0,4990391.127402218,0.2777,Low Risk - High Value
87596,1,0.0,0,0,0,0,12.0,0.0,25,Unknown,2,Benue,benue,8,0,5,1261633.65,680454.0,500k - 799k,18-28,0.0,0.0,105136.12873865594,0.0,Low Risk - Low Value
87597,2,82115.54,0,4,0,0,8.0,13.88,34,Unknown,2,Ogun,Ifo,2,0,5,2190243.75,142779.0,70k - 149k,33-37,0.4999999375000079,0.03749150750913569,273780.4345274457,0.1388,Medium Risk - Low Value
87606,1,21952.88,0,2,0,0,3.0,0.0,27,Unknown,2,Imo,Owerri,8,2,5,86388.96,174585.67,150k - 299k,18-28,0.6666664444445185,0.25411672972733884,28796.310401229868,0.0,Medium Risk - Low Value
87644,1,0.0,0,1,0,0,6.0,14.58,38,Unknown,2,Lagos,Ikorodu,2,0,5,543443.8,98715.0,70k - 149k,37-44,0.16666663888889352,0.0,90573.95157100807,0.1458,Low Risk - Low Value
87653,3,0.0,0,0,0,0,3.0,13.33,36,Unknown,2,Lagos,Ojota,8,0,5,1695512.74,587781.0,500k - 799k,33-37,0.0,0.0,565170.7249430916,0.1333,Low Risk - Low Value
87670,1,11983.06,0,10,0,0,12.0,0.0,33,Unknown,2,Rivers,Obio/Akpor,8,0,5,33197082.7,1249286.0,1.2M and above,28-33,0.8333332638888947,0.00036096726053580724,2766423.327798056,0.0,High Risk
87714,1,0.0,0,0,0,0,6.0,46.9,45,Unknown,2,Lagos,Ifako/Ijaye,7,0,1,1621926.12,124879.0,70k - 149k,44-65,0.0,0.0,270320.97494650417,0.469,Low Risk - Low Value
87767,1,20919.12,0,6,0,0,6.0,32.77,38,Unknown,2,Lagos,Oshodi,1,0,5,781544.64,71141.0,70k - 149k,37-44,0.9999998333333611,0.02676637894922193,130257.41829043029,0.32770000000000005,High Risk
87793,1,0.0,0,1,0,0,6.0,0.0,42,Unknown,2,Others,Others,8,0,5,288528.98,67994.97,<69k,37-44,0.16666663888889352,0.0,48088.15531864078,0.0,Low Risk - Low Value
87908,2,0.0,0,0,0,0,3.0,29.16,24,Unknown,2,Lagos,lagos,8,0,5,222448.6,366862.42,300k - 499k,18-28,0.0,0.0,74149.50861683046,0.2916,Low Risk - Low Value
87909,1,0.0,0,0,0,0,1.0,0.0,28,Unknown,2,Gombe,Gombe,8,2,5,33892.5,711402.32,500k - 799k,18-28,0.0,0.0,33892.466107533895,0.0,Low Risk - Low Value
87978,1,0.0,0,0,0,0,3.0,0.0,29,Unknown,2,Others,Others,7,2,5,130479.43,5158224.84,1.2M and above,28-33,0.0,0.0,43493.12883562372,0.0,Low Risk - Low Value
88034,1,38395.02,0,2,0,0,6.0,0.0,38,Unknown,2,Federal Capital Territory,Abuja,8,0,5,232504.22,54416.67,<69k,37-44,0.33333327777778704,0.16513687364399174,38750.696874883855,0.0,Low Risk - Low Value
88078,2,687980.53,0,3,1,1,3.0,6.66,26,Unknown,2,Kwara,Ilorin,8,2,5,5118896.25,7890941.17,1.2M and above,18-28,0.9999996666667778,0.1344001707399062,1706298.1812339395,0.0666,High Risk
88107,1,822958.1,0,10,0,0,12.0,0.0,36,Unknown,2,Edo,benin,8,0,5,4952100.55,158152.39,150k - 299k,33-37,0.8333332638888947,0.16618364100055152,412675.01144374907,0.0,High Risk
88111,3,0.0,0,0,0,0,4.0,8.33,29,Unknown,2,Oyo,Ibadan,8,2,5,1503604.01,1568535.64,1.2M and above,28-33,0.0,0.0,375900.90852477285,0.0833,Low Risk - Low Value
88118,1,56055.0,14,1,1,1,1.0,0.0,34,Unknown,2,Enugu,Enugu,8,0,5,112975.0,156384.0,150k - 299k,33-37,0.9999990000010001,0.4961717194025566,112974.88702511298,0.0,High Risk
88180,2,217530.77,0,1,1,1,3.0,8.33,42,Unknown,2,Lagos,Alimosho,8,2,5,2586257.84,2693095.65,1.2M and above,37-44,0.33333322222225925,0.08411024091856051,862085.6593047802,0.0833,Medium Risk - Low Value
88189,2,33298.0,0,4,0,0,4.0,26.11,28,Unknown,2,Lagos,Ikeja,8,0,5,900751.68,114656.0,70k - 149k,18-28,0.9999997500000625,0.03696690302033412,225187.8637030341,0.2611,High Risk
88200,1,1146321.72,0,11,0,0,12.0,24.99,33,Unknown,2,Lagos,Shomolu,8,0,1,11552288.55,475313.28,300k - 499k,28-33,0.9166665902777842,0.09922897225415138,962690.6322757808,0.24989999999999998,High Risk
88277,3,843630.78,0,3,1,2,3.0,0.0,31,Unknown,2,Rivers,Port Harcourt,8,0,5,3408463.78,3717413.23,1.2M and above,28-33,0.9999996666667778,0.24751056031458038,1136154.2146152616,0.0,High Risk
88285,1,0.0,0,1,0,0,3.0,19.44,39,Unknown,2,Imo,Owerri North,8,2,1,3914385.48,7604015.36,1.2M and above,37-44,0.33333322222225925,0.0,1304794.7250684248,0.19440000000000002,Low Risk - High Value
88293,2,14677.32,0,3,0,0,3.0,0.0,24,Unknown,2,Akwa Ibom,Afaha Ikot Ebak,8,2,5,513876.23,730013.45,500k - 799k,18-28,0.9999996666667778,0.028561974933091257,171292.0195693268,0.0,High Risk
88301,1,259647.44,0,7,0,0,12.0,10.66,58,Unknown,2,Rivers,Obio-Akpor,12,0,5,12998986.55,734298.22,500k - 799k,44-65,0.5833332847222263,0.01997443716102468,1083248.7888959344,0.1066,Medium Risk - Low Value
88309,1,0.0,0,0,0,0,1.0,0.0,26,Unknown,2,Ogun,Abeokuta South,8,0,1,55737.5,146669.34,70k - 149k,18-28,0.0,0.0,55737.44426255574,0.0,Low Risk - Low Value
88327,1,72652.33,0,2,0,0,12.0,42.22,44,Unknown,2,Lagos,Alimosho,7,0,1,5246111.22,180000.0,150k - 299k,37-44,0.16666665277777895,0.013848797128625526,437175.8985686751,0.42219999999999996,Low Risk - High Value
88341,1,84611.74,0,3,0,0,6.0,34.66,21,Unknown,2,Lagos,Oshodi,8,0,5,1274565.5,119359.67,70k - 149k,18-28,0.49999991666668053,0.06638477190849244,212427.54792874202,0.34659999999999996,Medium Risk - Low Value
88352,1,0.0,0,0,0,0,12.0,41.66,24,Unknown,2,Lagos,Ikeja,8,0,5,1915836.66,219885.0,150k - 299k,18-28,0.0,0.0,159653.04169557986,0.41659999999999997,Low Risk - Low Value
88355,1,85381.37,0,3,1,2,3.0,0.0,42,Unknown,2,Federal Capital Territory,Municipal Area Council,8,0,5,287514.21,125966.99,70k - 149k,37-44,0.9999996666667778,0.2969640004913254,95838.03805398731,0.0,High Risk
88387,1,0.0,0,1,0,0,3.0,19.44,42,Unknown,2,Lagos,Oshodi/Isolo,8,2,1,430582.77,5179861.37,1.2M and above,37-44,0.33333322222225925,0.0,143527.54215748594,0.19440000000000002,Low Risk - Low Value
88419,2,0.0,0,3,0,0,5.0,22.33,30,Unknown,2,Ogun,Ijebu Ode,8,2,5,2235397.52,1087626.48,800k - 1.19M,28-33,0.599999880000024,0.0,447079.41458411707,0.22329999999999997,Medium Risk - High Value
88436,2,3934417.08,0,4,0,0,5.0,0.0,35,Unknown,2,Delta,Delta,8,2,5,28576021.35,20032312.38,1.2M and above,33-37,0.799999840000032,0.13768246572225712,5715203.126959375,0.0,High Risk
88519,2,474083.0,0,7,0,0,24.0,16.38,48,Unknown,2,Lagos,Lagos Island,12,0,5,50045460.68,1653009.02,1.2M and above,44-65,0.2916666545138894,0.009473046976855016,2085227.4414488566,0.1638,Low Risk - High Value
88523,2,45152.4,0,3,1,2,3.0,0.0,22,Unknown,2,Kwara,Offa,13,0,5,194300.17,594484.59,500k - 799k,18-28,0.9999996666667778,0.2323847683703396,64766.70174443275,0.0,High Risk
88537,1,44120.0,0,4,0,0,12.0,47.33,29,Unknown,2,Lagos,Lagos,8,0,5,2708177.65,150000.0,150k - 299k,28-33,0.3333333055555579,0.016291398018140987,225681.45202654568,0.4733,Low Risk - Low Value
88538,1,0.0,0,0,0,0,12.0,56.28,25,Unknown,2,Osun,Osogbo,8,0,1,7737628.65,242249.67,150k - 299k,18-28,0.0,0.0,644802.3337664723,0.5628,Low Risk - High Value
88605,1,28308.0,0,1,0,0,6.0,37.5,40,Unknown,2,Lagos,Mushin,8,0,5,689107.44,94036.0,70k - 149k,37-44,0.16666663888889352,0.041079225613873685,114851.22085812985,0.375,Low Risk - Low Value
88626,1,0.0,0,0,0,0,6.0,0.0,43,Unknown,2,Oyo,Ibadan,8,0,5,184883.05,80755.0,70k - 149k,37-44,0.0,0.0,30813.836531027242,0.0,Low Risk - Low Value
88630,1,0.0,0,1,0,0,6.0,0.0,30,Unknown,2,Lagos,Lagos,8,0,5,378167.88,98026.0,70k - 149k,28-33,0.16666663888889352,0.0,63027.96949533842,0.0,Low Risk - Low Value
88643,1,215883.46,0,1,0,0,3.0,0.0,32,Unknown,2,Lagos,Amuwo Odofin,8,2,1,1204014.76,2669533.5,1.2M and above,28-33,0.33333322222225925,0.17930300123548376,401338.11955396016,0.0,Low Risk - Low Value
88665,1,0.0,0,2,0,0,3.0,8.33,38,Unknown,2,Lagos,Eti-Osa,8,0,5,2395603.89,1294000.0,1.2M and above,37-44,0.6666664444445185,0.0,798534.3638218787,0.0833,Medium Risk - Low Value
88731,2,21917.0,0,2,0,0,3.0,0.0,27,Unknown,2,Rivers,Port Harcourt,12,2,5,124620.79,741545.14,500k - 799k,18-28,0.6666664444445185,0.175869531880067,41540.2494865835,0.0,Medium Risk - Low Value
88747,1,60493.95,0,6,1,1,12.0,0.0,30,Unknown,2,Lagos,Lagos,8,0,5,2915547.32,150000.0,150k - 299k,28-33,0.4999999583333368,0.020748745727776168,242962.25641981198,0.0,Medium Risk - Low Value
88788,1,0.0,0,0,0,0,3.0,0.0,32,Unknown,2,Edo,Benin City,8,2,5,224424.71,1152225.91,800k - 1.19M,28-33,0.0,0.0,74808.21173059609,0.0,Low Risk - Low Value
88800,1,0.0,0,0,0,0,6.0,0.0,33,Unknown,2,Lagos,Lagos,7,0,5,89640.63,282608.0,150k - 299k,28-33,0.0,0.0,14940.102509982915,0.0,Low Risk - Low Value
88814,1,23014.15,0,2,0,0,6.0,0.0,29,Unknown,2,Federal Capital Territory,Abuja,8,0,5,280123.7,90009.49,70k - 149k,28-33,0.33333327777778704,0.08215709702505658,46687.275552120744,0.0,Low Risk - Low Value
88822,2,2041332.63,0,5,0,0,12.0,5.55,37,Unknown,2,Federal Capital Territory,Abuja,8,0,5,25942918.1,1015000.0,800k - 1.19M,33-37,0.41666663194444736,0.07868554424492136,2161909.6615075283,0.0555,Medium Risk - Low Value
88839,1,651543.93,0,3,0,0,3.0,0.0,34,Unknown,2,Delta,delta,8,2,5,1965021.12,2688932.14,1.2M and above,33-37,0.9999996666667778,0.33157095532879993,655006.8216643928,0.0,High Risk
88871,1,0.0,0,0,0,0,3.0,0.0,31,Unknown,2,Bayelsa,Yenagoa,8,0,5,48594.04,63700.0,<69k,28-33,0.0,0.0,16198.007933997354,0.0,Low Risk - Low Value
88895,1,0.0,0,2,0,0,6.0,0.0,37,Unknown,2,Lagos,Ikeja,8,0,5,254914.8,60000.0,<69k,33-37,0.33333327777778704,0.0,42485.79291903451,0.0,Low Risk - Low Value
88908,1,0.0,0,1,0,0,3.0,0.0,26,Unknown,2,Ondo,akure,8,2,5,1343939.22,2758939.11,1.2M and above,18-28,0.33333322222225925,0.0,447979.59067346976,0.0,Low Risk - Low Value
88914,2,230444.0,0,6,0,0,10.0,3.33,37,Unknown,2,Lagos,Lagos,8,0,5,6254144.52,325074.0,300k - 499k,33-37,0.599999940000006,0.036846606160607746,625414.3894585611,0.0333,Medium Risk - Low Value
88977,1,0.0,0,4,0,0,12.0,38.81,39,Unknown,2,Oyo,Ibadan,8,0,4,26390057.46,778661.0,500k - 799k,37-44,0.3333333055555579,0.0,2199171.271735728,0.3881,Low Risk - High Value
88994,2,0.0,0,0,0,0,4.0,16.66,27,Unknown,2,Lagos,Oshodi,7,0,5,590468.86,347074.96,300k - 499k,18-28,0.0,0.0,147617.17809570546,0.1666,Low Risk - Low Value
89016,1,198426.9,0,11,0,0,12.0,12.33,55,Unknown,2,Rivers,Port Harcourt,8,0,5,3953927.1,186044.0,150k - 299k,44-65,0.9166665902777842,0.050184764408010916,329493.89754217525,0.1233,High Risk
89018,1,42058.42,0,1,1,1,3.0,0.0,32,Unknown,2,Delta,Warri,8,2,5,253606.7,522827.25,500k - 799k,28-33,0.33333322222225925,0.16584112328197226,84535.53848815383,0.0,Medium Risk - Low Value
89039,1,0.0,0,2,0,0,3.0,8.33,38,Unknown,2,Federal Capital Territory,Abuja,8,0,4,372400.44,380868.04,300k - 499k,37-44,0.6666664444445185,0.0,124133.43862218712,0.0833,Medium Risk - Low Value
89051,1,127504.22,6,3,0,0,3.0,33.33,28,Unknown,2,Lagos,Ikorodu,8,2,5,512551.2,524189.65,500k - 799k,18-28,0.9999996666667778,0.2487638698333966,170850.34304988565,0.3333,High Risk
89141,1,29974.78,0,3,1,1,6.0,0.0,45,Unknown,2,Ogun,Ifo,8,0,1,542041.17,87352.0,70k - 149k,44-65,0.49999991666668053,0.0552998215983201,90340.17994330334,0.0,Medium Risk - Low Value
89153,1,237097.5,0,6,1,3,6.0,0.0,33,Unknown,2,Akwa Ibom,uyo,8,0,5,1190530.15,112053.92,70k - 149k,28-33,0.9999998333333611,0.19915287319670222,198421.65859639022,0.0,High Risk
89161,3,0.0,0,0,0,0,3.0,0.0,32,Unknown,2,Federal Capital Territory,Abuja,13,0,5,293611.2,51334.0,<69k,28-33,0.0,0.0,97870.3673765442,0.0,Low Risk - Low Value
89180,2,60954.61,0,1,0,0,3.0,16.66,36,Unknown,2,Federal Capital Territory,Abuja,8,2,5,1122375.72,991798.7,800k - 1.19M,33-37,0.33333322222225925,0.05430856077316577,374125.11529162823,0.1666,Low Risk - High Value
89194,1,84379.44,0,3,1,2,6.0,0.0,25,Unknown,2,Ogun,ota,8,0,5,508425.3,79466.67,70k - 149k,18-28,0.49999991666668053,0.16596231540765977,84737.53587707735,0.0,High Risk
89208,1,84224.91,0,6,0,0,12.0,20.66,40,Unknown,2,Lagos,lagos ,8,0,5,5068156.65,208645.16,150k - 299k,37-44,0.4999999583333368,0.01661845041825678,422346.3523044707,0.2066,Medium Risk - High Value
89268,1,0.0,0,1,0,0,6.0,0.0,43,Unknown,2,Ogun,Ado Odo/Ota,8,0,1,609273.0,95577.66,70k - 149k,37-44,0.16666663888889352,0.0,101545.48307575283,0.0,Low Risk - Low Value
89271,2,832923.77,0,4,0,0,8.0,11.11,31,Unknown,2,Lagos,lagos,8,0,5,10015088.73,588047.0,500k - 799k,28-33,0.4999999375000079,0.08316688872709736,1251885.9347642583,0.11109999999999999,Medium Risk - Low Value
89281,2,0.0,0,0,0,0,3.0,23.33,38,Unknown,2,Federal Capital Territory,abuja,9,0,5,325814.96,77549.69,70k - 149k,37-44,0.0,0.0,108604.95046501652,0.23329999999999998,Low Risk - Low Value
89302,1,26467.0,0,5,0,0,6.0,34.12,26,Unknown,2,Lagos,Ikotun,8,0,5,966429.42,83355.0,70k - 149k,18-28,0.8333331944444675,0.027386376544675774,161071.5431547428,0.34119999999999995,High Risk
89315,1,59922.29,0,11,0,0,12.0,13.61,38,Unknown,2,Lagos,Agege,7,0,1,4326874.26,148500.0,70k - 149k,37-44,0.9166665902777842,0.013848863266940915,360572.8249522646,0.1361,High Risk
89353,2,0.0,0,0,0,0,12.0,57.22,38,Unknown,2,Lagos,Ikorodu,8,0,5,942460.61,244382.0,150k - 299k,37-44,0.0,0.0,78538.37762180188,0.5722,Low Risk - Low Value
89362,1,0.0,0,0,0,0,3.0,16.66,36,Unknown,2,Anambra,Obosi,8,2,5,2163349.96,4436483.81,1.2M and above,33-37,0.0,0.0,721116.4129611957,0.1666,Low Risk - High Value
89410,1,0.0,0,0,0,0,3.0,27.77,37,Unknown,2,Lagos,Lagos,8,0,5,161980.8,221539.98,150k - 299k,33-37,0.0,0.0,53993.58200213932,0.2777,Low Risk - Low Value
89427,1,1089845.55,0,6,1,2,12.0,0.0,38,Unknown,2,Lagos,Eti Osa,8,0,5,17508388.04,800000.0,800k - 1.19M,37-44,0.4999999583333368,0.06224705252762595,1459032.2150806487,0.0,High Risk
89483,1,72266.51,0,1,0,0,12.0,0.0,31,Unknown,2,Lagos,Ikorodu,8,0,5,1739419.3,163167.86,150k - 299k,28-33,0.08333332638888948,0.041546342506351655,144951.59625403365,0.0,Low Risk - Low Value
89523,2,51435.26,0,1,1,1,12.0,16.66,37,Unknown,2,Lagos,ikeja,8,0,5,2702974.13,173913.26,150k - 299k,33-37,0.08333332638888948,0.019029135140106197,225247.82539601455,0.1666,Medium Risk - Low Value
89526,2,0.0,0,2,1,1,3.0,0.0,30,Unknown,2,Federal Capital Territory,Abuja,8,0,5,220681.8,367993.86,300k - 499k,28-33,0.6666664444445185,0.0,73560.57547980816,0.0,Medium Risk - Low Value
89569,1,0.0,0,0,0,0,3.0,100.0,39,Unknown,2,Lagos,Shomolu,7,0,1,235853.26,383333.33,300k - 499k,37-44,0.0,0.0,78617.7271274243,1.0,Low Risk - Low Value
89602,1,0.0,0,1,0,0,12.0,44.52,33,Unknown,2,Imo,Owerri,8,0,5,5292558.24,207265.0,150k - 299k,28-33,0.08333332638888948,0.0,441046.48324612645,0.44520000000000004,Low Risk - High Value
89604,1,503583.06,22,3,1,2,3.0,22.91,35,Unknown,2,Ondo,IKARE-AKOKO,8,2,5,3037562.36,3164749.39,1.2M and above,33-37,0.9999996666667778,0.16578525815016823,1012520.4491598501,0.2291,High Risk
89623,1,0.0,0,0,0,0,1.0,0.0,35,Unknown,2,Others,Others,0,2,5,111475.0,4815447.19,1.2M and above,33-37,0.0,0.0,111474.88852511148,0.0,Low Risk - Low Value
89673,1,0.0,0,0,0,0,3.0,16.66,27,Unknown,2,Federal Capital Territory,Abuja,8,2,5,553232.94,991078.71,800k - 1.19M,18-28,0.0,0.0,184410.9185296938,0.1666,Low Risk - Low Value
89700,2,856697.0,0,1,0,0,3.0,22.22,30,Unknown,2,Federal Capital Territory,Abuja,13,2,5,7777846.86,47176007.01,1.2M and above,28-33,0.33333322222225925,0.11014577882803542,2592614.7557950816,0.22219999999999998,Low Risk - High Value
89720,1,0.0,0,2,0,0,3.0,8.33,57,Unknown,2,Lagos,Lagos Island,8,2,1,865079.07,1257892.19,1.2M and above,44-65,0.6666664444445185,0.0,288359.59388013533,0.0833,Medium Risk - Low Value
89722,1,119772.87,0,3,0,0,5.0,0.0,28,Unknown,2,Osun,Osogbo,4,0,5,401217.38,109614.85,70k - 149k,18-28,0.599999880000024,0.29852363324764614,80243.459951308,0.0,Medium Risk - Low Value
89723,1,26563.0,0,1,1,1,3.0,0.0,35,Unknown,2,Bayelsa,BAYELSA,8,2,5,160172.84,328400.17,300k - 499k,33-37,0.33333322222225925,0.16583960176915238,53390.928869690375,0.0,Medium Risk - Low Value
89729,1,1962.1,0,1,1,1,3.0,0.0,36,Unknown,2,Abia,Aba,13,2,5,884651.1,2023218.86,1.2M and above,33-37,0.33333322222225925,0.0022179365401770053,294883.60170546605,0.0,Medium Risk - Low Value
89733,1,0.0,0,2,0,0,12.0,34.66,33,Unknown,2,Lagos,Oshodi-Isolo,8,0,5,12900590.95,768320.0,500k - 799k,28-33,0.16666665277777895,0.0,1075049.1562459036,0.34659999999999996,Low Risk - High Value
89739,1,369253.01,0,3,0,0,12.0,43.33,39,Unknown,2,Lagos,Lagos,8,0,5,8210838.0,591772.08,500k - 799k,37-44,0.2499999791666684,0.044971415828683386,684236.4429802964,0.43329999999999996,Low Risk - High Value
89746,1,281608.2,0,10,0,0,12.0,0.0,40,Unknown,2,Lagos,Ajegunle,8,0,5,3389080.4,253906.49,150k - 299k,37-44,0.8333332638888947,0.08309280594226001,282423.3431313881,0.0,High Risk
89786,1,0.0,0,4,0,0,12.0,21.94,57,Unknown,2,Lagos,Amuwo Odofin,8,0,1,51842181.66,1579276.27,1.2M and above,44-65,0.3333333055555579,0.0,4320181.444984879,0.2194,Low Risk - High Value
89810,1,20350.02,0,3,0,0,3.0,0.0,36,Unknown,2,Lagos,Ifako/Ijaye,7,0,1,121485.36,251750.85,150k - 299k,33-37,0.9999996666667778,0.16751006047010514,40495.10650163116,0.0,High Risk
89820,2,0.0,0,2,0,0,4.0,11.66,48,Unknown,2,Lagos,Agege,8,2,5,1543078.11,2781122.72,1.2M and above,44-65,0.49999987500003124,0.0,385769.4310576423,0.1166,Medium Risk - Low Value
89866,1,0.0,0,0,0,0,10.0,50.0,41,Unknown,2,Lagos,lagos,8,0,5,1022012.52,128717.76,70k - 149k,37-44,0.0,0.0,102201.24177987583,0.5,Low Risk - Low Value
89875,1,22136.17,0,3,1,1,3.0,0.0,33,Unknown,2,Lagos,Ikorodu,4,0,5,200215.56,973701.82,800k - 1.19M,28-33,0.9999996666667778,0.11056168661361503,66738.49775383408,0.0,High Risk
89883,2,0.0,0,0,0,0,12.0,16.66,36,Unknown,2,Lagos,Ikeja,8,0,5,2301370.71,334112.0,300k - 499k,33-37,0.0,0.0,191780.8765182603,0.1666,Low Risk - Low Value
89890,1,0.0,0,0,0,0,3.0,0.0,45,Unknown,2,Delta,Sapele,8,2,5,257044.46,1128615.09,800k - 1.19M,44-65,0.0,0.0,85681.45810618062,0.0,Low Risk - Low Value
89941,1,0.0,0,0,0,0,3.0,0.0,36,Unknown,2,Lagos,Lagos,8,2,5,35095.89,218466.73,150k - 299k,33-37,0.0,0.0,11698.626100457966,0.0,Low Risk - Low Value
89969,1,37656.84,0,3,1,1,6.0,28.88,49,Unknown,2,Lagos,Oshodi/Isolo,8,0,1,1361404.38,100331.0,70k - 149k,44-65,0.49999991666668053,0.027660290030778613,226900.69218321794,0.2888,Medium Risk - Low Value
89980,1,0.0,0,1,0,0,3.0,0.0,22,Unknown,2,Abia,aba ,8,2,5,221572.12,452147.23,300k - 499k,18-28,0.33333322222225925,0.0,73857.34871421709,0.0,Low Risk - Low Value
89991,1,235747.65,0,10,1,3,12.0,0.0,39,Unknown,2,Lagos,lagos,8,0,5,5029450.95,229166.67,150k - 299k,37-44,0.8333332638888947,0.04687343655274202,419120.8775732602,0.0,High Risk
90011,1,69734.44,0,3,0,0,6.0,42.22,41,Unknown,2,Imo,Owerri,7,0,5,1260561.84,124366.0,70k - 149k,37-44,0.49999991666668053,0.05532012614307338,210093.60498439916,0.42219999999999996,Medium Risk - Low Value
90022,1,0.0,0,0,0,0,3.0,50.0,34,Unknown,2,Lagos,Ikeja,8,2,5,108943.74,233122.43,150k - 299k,33-37,0.0,0.0,36314.567895144035,0.5,Low Risk - Low Value
90036,2,20200.0,0,1,1,1,2.0,20.83,28,Unknown,2,Lagos,Ikeja,11,2,5,1168355.94,1306368.99,1.2M and above,18-28,0.499999750000125,0.017289251766873983,584177.677911161,0.20829999999999999,Medium Risk - High Value
90039,2,0.0,0,0,0,0,7.0,36.85,28,Unknown,2,Federal Capital Territory,Abuja,4,0,5,829120.0,151003.0,150k - 299k,18-28,0.0,0.0,118445.69736490038,0.3685,Low Risk - Low Value
90045,1,0.0,0,0,0,0,12.0,62.02,29,Unknown,2,Federal Capital Territory,ABUJA,8,0,5,2587454.88,460531.0,300k - 499k,28-33,0.0,0.0,215621.22203156483,0.6202000000000001,Low Risk - Low Value
90056,1,0.0,0,0,0,0,12.0,42.0,40,Unknown,2,Federal Capital Territory,ABUJA,8,0,5,5880609.95,241876.79,150k - 299k,37-44,0.0,0.0,490050.788329101,0.42,Low Risk - High Value
90072,1,0.0,0,0,0,0,6.0,0.0,25,Unknown,2,Plateau,Jos,8,0,5,71432.67,72286.0,70k - 149k,18-28,0.0,0.0,11905.443015759496,0.0,Low Risk - Low Value
90090,1,0.0,0,0,0,0,3.0,41.66,37,Unknown,2,Lagos,Ikorodu,8,2,5,304327.46,622092.89,500k - 799k,33-37,0.0,0.0,101442.45285251572,0.41659999999999997,Low Risk - Low Value
90112,1,103384.61,0,3,0,0,12.0,0.0,40,Unknown,2,Ogun,Ogun state,8,0,5,3732636.78,223781.0,150k - 299k,37-44,0.2499999791666684,0.027697473955655635,311053.0390789134,0.0,Low Risk - Low Value
90126,3,0.0,0,0,0,0,3.0,13.33,43,Unknown,2,Lagos,Ikeja,8,2,5,184976.88,181013.87,150k - 299k,37-44,0.0,0.0,61658.93944702018,0.1333,Low Risk - Low Value
90133,1,31760.0,0,1,0,0,6.0,0.0,22,Unknown,2,Rivers,Port Harcourt,8,0,5,386573.14,90668.99,70k - 149k,18-28,0.16666663888889352,0.08215780330707363,64428.845928525676,0.0,Low Risk - Low Value
90149,1,0.0,0,0,0,0,12.0,11.11,35,Unknown,2,Lagos,Lagos,8,0,5,2288796.03,157022.89,150k - 299k,33-37,0.0,0.0,190732.98660558445,0.11109999999999999,Low Risk - Low Value
90159,2,0.0,0,5,0,0,12.0,4.16,49,Unknown,2,Lagos,Ojo,7,0,5,10232473.14,394229.99,300k - 499k,44-65,0.41666663194444736,0.0,852706.0239411647,0.0416,Medium Risk - Low Value
90178,2,0.0,0,1,0,0,3.0,0.0,46,Unknown,2,Edo,Benin City,8,2,5,211345.38,348292.38,300k - 499k,44-65,0.33333322222225925,0.0,70448.43651718783,0.0,Low Risk - Low Value
90209,1,117242.82,0,1,1,1,3.0,0.0,39,Unknown,2,Federal Capital Territory,Abuja,8,0,5,707199.24,1453385.3,1.2M and above,37-44,0.33333322222225925,0.1657847087050521,235733.00142233283,0.0,Medium Risk - Low Value
90211,1,0.0,0,0,0,0,3.0,33.33,35,Unknown,2,Lagos,Eti-Osa,8,2,5,366647.34,1505452.89,1.2M and above,33-37,0.0,0.0,122215.73926142025,0.3333,Low Risk - Low Value
90224,1,2116612.56,0,6,0,0,12.0,56.66,53,Unknown,2,Federal Capital Territory,Abuja,8,0,5,21232854.7,572656.0,500k - 799k,44-65,0.4999999583333368,0.09968572713870173,1769404.410882966,0.5666,Medium Risk - High Value
90253,2,224247.45,0,3,0,0,4.0,13.88,31,Unknown,2,Lagos,Lagos Mainland Local Government Area,4,2,1,3125842.95,1404242.71,1.2M and above,28-33,0.7499998125000469,0.07173983261056935,781460.5421348645,0.1388,High Risk
90297,1,129789.47,29,3,1,2,3.0,33.33,47,Unknown,2,Osun,Ilesa,8,2,5,521917.72,1183232.57,800k - 1.19M,44-65,0.9999996666667778,0.24867802917239776,173972.51534249488,0.3333,High Risk
90322,1,0.0,0,0,0,0,6.0,27.77,39,Unknown,2,Lagos,ikorodu,8,0,5,385073.79,181448.08,150k - 299k,37-44,0.0,0.0,64178.95430350761,0.2777,Low Risk - Low Value
