customer_id,loan_count,total_amount_overdue,maturity_dpd,total_missed_installment,has_14plus_dpd,count_14plus_dpd,tenor_in_months,ontime_repayment_rate,age,gender,marital_status,state,location,purpose,employment_status,dw_channel_key,total_loan_amount,income
2716,1,1015450.0,0,45,1,8,12.0,0.0,40,Male,Single,Lagos,Ajah,Personal,EMPLOYED,FSA,6685316.1,150000.0
2720,1,0.0,0,0,0,0,3.0,38.89,44,Male,Married,Lagos,Lagos ,Personal,SELF_EMPLOYED,FSA,388418.19,837855.43
2724,1,0.0,0,17,0,0,12.0,45.96,40,Male,Married,Lagos,Ikorodu,Personal,SELF_EMPLOYED,FSA,46754022.48,777000.0
2726,1,472845.44,238,27,1,10,3.0,0.0,25,Male,Single,Lagos,Lagos ,Personal,EMPLOYED,FSA,742409.25,88398.33
2727,1,0.0,0,0,0,0,12.0,50.0,32,Female,Married,Lagos,Ojodu Berger,Utilities,EMPLOYED,FSA,6087372.46,710069.0
2728,1,178185.35,207,24,1,2,3.0,0.0,25,Male,Single,Cross River,Calaber ,Travel & Hospitality,EMPLOYED,FSA,667385.2,437684.25
2729,1,24626.0,0,15,1,1,6.0,0.0,23,Male,Single,Lagos,Lagos,Personal,EMPLOYED,FSA,899197.74,70357.11
2735,1,1128913.28,0,51,0,0,12.0,3.93,33,Female,Single,Lagos,Apapa,Personal,EMPLOYED,FSA,21806000.48,232641.08
2736,1,0.0,0,0,0,0,6.0,0.0,37,Female,,Federal Capital Territory,Abuja,Personal,EMPLOYED,WEB,350157.24,224313.0
2739,2,3935895.01,89,15,1,7,3.0,0.0,30,Male,,Yobe,Damaturu,Personal,SELF_EMPLOYED,WEB,8204552.55,272837.5
2742,1,126738.48,115,39,1,6,6.0,0.0,30,Male,Single,Lagos,Ipaja,Personal,SELF_EMPLOYED,FSA,1876830.5,92591.0
2743,2,105427.16,0,11,1,1,5.0,13.7,40,Male,Married,Lagos,Lagos ,Personal,EMPLOYED,FSA,1832746.06,114773.0
2751,1,66786.19,51,9,1,3,3.0,0.0,23,Female,Single,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,242970.2,51765.1
2752,1,172725.54,0,55,1,8,12.0,0.0,34,Male,,Lagos,Eti-Osa,Education,SELF_EMPLOYED,WEB,7404912.35,158333.33
2754,1,1249168.66,233,27,1,10,3.0,0.0,39,Male,Married,Lagos,Lagos Island ,Personal,SELF_EMPLOYED,FSA,1794090.98,250586.48
2764,1,359319.61,237,27,1,10,3.0,0.0,28,Male,,Plateau,Angware,Utilities,SELF_EMPLOYED,WEB,440475.31,379976.8
2766,2,0.0,0,7,0,0,12.0,38.95,45,Male,Married,Ogun,Ado Odo/Ota,Personal,SELF_EMPLOYED,FSA,16839491.27,337750.0
2770,1,461215.04,0,55,1,10,12.0,0.0,31,Male,Single,Lagos,Lagos,Personal,EMPLOYED,FSA,5106868.36,218991.82
2773,1,500736.82,235,17,1,9,3.0,32.57,56,Male,Married,Lagos,Agbara,Education,SELF_EMPLOYED,FSA,1707978.8,1015260.71
2774,1,768907.39,146,45,1,9,6.0,0.0,33,Male,Single,Lagos,Lagos mainland ,Healthcare,EMPLOYED,FSA,2526727.28,108153.98
2778,1,3512027.67,238,27,1,10,3.0,0.0,29,Female,Married,Lagos,Lagos island ,Personal,SELF_EMPLOYED,FSA,4305821.19,8272741.49
2779,3,2418911.62,0,4,1,1,4.0,10.41,35,Male,,Lagos,Ikeja,Personal,SELF_EMPLOYED,WEB,28912477.1,540833.33
2780,3,1440996.59,0,4,0,0,3.0,10.41,56,Male,Married,Lagos,Oko agọ ,Personal,SELF_EMPLOYED,FSA,8800170.69,9142464.29
2784,2,69286.0,0,17,1,4,6.0,14.56,30,Male,Single,Lagos, Ifako-ijaiye ,Personal,EMPLOYED,FSA,1707701.15,97774.8
2785,3,0.0,0,1,0,0,4.0,20.23,30,Male,,Lagos,Ikeja,Personal,SELF_EMPLOYED,WEB,1586911.01,539503.83
2788,1,181681.32,145,35,1,9,6.0,17.8,27,Female,Single,Lagos,Lagos,Personal,EMPLOYED,FSA,1972074.72,84150.0
2790,2,0.0,0,3,0,0,3.0,13.88,58,Male,Married,Lagos,Ejigbo,Personal,SELF_EMPLOYED,FSA,880070.4,893083.54
2791,1,0.0,0,1,0,0,12.0,0.0,35,Female,,Lagos,Ikeja,Utilities,EMPLOYED,WEB,11385915.98,1041568.0
2793,1,1012386.79,164,21,1,5,3.0,0.0,35,Male,,Osun,Osogbo,Travel & Hospitality,SELF_EMPLOYED,WEB,1826061.21,3197479.36
2803,1,3594242.56,0,55,0,0,12.0,0.0,49,Male,,Ogun,Shagamu,Education,EMPLOYED,WEB,10290267.02,219993.09
2805,1,1896490.35,234,27,1,10,3.0,0.0,37,Male,,Anambra,Awka,Personal,EMPLOYED,WEB,2325146.78,1390546.96
2812,1,0.0,0,0,0,0,3.0,0.0,35,Female,,,,Personal,SELF_EMPLOYED,WEB,113455.45,619710.2
2827,2,5645633.71,160,21,1,5,3.0,0.0,47,Male,,Lagos,Lekki,Personal,SELF_EMPLOYED,WEB,12349845.28,50166.67
2834,2,0.0,0,0,0,0,3.0,20.83,55,Male,Married,Lagos,Ojota,Personal,SELF_EMPLOYED,FSA,2606561.65,20238489.42
2865,3,0.0,0,0,0,0,4.0,45.0,26,Female,Single,Lagos,Ojodu Berger ,Travel & Hospitality,EMPLOYED,FSA,2255302.75,170497.0
2869,1,1111119.13,144,45,1,9,6.0,0.0,38,Male,Married,Lagos,Lagos,Personal,EMPLOYED,FSA,2665395.37,113692.25
2887,1,527796.01,3,21,0,0,6.0,0.0,26,Male,Married,Lagos,OSHODI,Personal,EMPLOYED,WEB,1193330.16,93274.81
2901,1,120048.25,228,18,1,9,3.0,26.05,44,Male,,Borno,Maiduguri,Personal,SELF_EMPLOYED,WEB,440475.31,732271.43
2961,1,113657.46,0,2,0,0,3.0,0.0,51,Male,,Ondo,Owo,Personal,EMPLOYED,WEB,516556.02,708452.36
2964,1,0.0,0,6,0,0,6.0,30.87,48,Male,,Lagos,Surulere,Personal,SELF_EMPLOYED,WEB,554643.9,50496.0
3011,1,99574.93,56,9,1,4,3.0,0.0,39,Male,,Oyo,Ibadan,Personal,EMPLOYED,WEB,249720.3,205057.45
3013,4,0.0,217,18,0,0,3.0,28.68,31,Female,,Oyo,Ibadan,Personal,EMPLOYED,WEB,1393054.76,705763.36
3016,1,1265513.34,144,18,1,7,3.0,0.0,31,Male,,Lagos,Eti-Osa,Personal,SELF_EMPLOYED,WEB,2536520.32,2078175.0
3021,1,0.0,0,0,0,0,3.0,0.0,32,Male,,,,Housing,SELF_EMPLOYED,WEB,54725.56,451695.43
3024,2,941398.4,48,27,1,7,5.0,7.57,32,Female,Single,Lagos,Iba,Personal,SELF_EMPLOYED,FSA,2947864.58,1095924.18
3056,1,214480.82,81,7,1,4,2.0,0.0,43,Male,,Anambra,Atani,Personal,EMPLOYED,WEB,307449.55,657894.53
3112,1,789473.28,143,45,1,10,6.0,0.0,32,Female,,Lagos,Ikotun,Housing,EMPLOYED,WEB,1411937.23,164277.0
3170,1,1037452.87,142,45,1,9,6.0,0.0,38,Male,Single,Lagos,Akowonjo ,Personal,EMPLOYED,FSA,2542137.07,108812.3
3178,1,0.0,0,1,0,0,12.0,75.26,29,Male,Single,Lagos,Oshodi,Personal,EMPLOYED,FSA,8851833.54,213571.0
3181,1,722233.86,0,15,1,4,12.0,0.0,30,Male,Single,Lagos,Ikeja,Housing,EMPLOYED,WEB,5431825.32,212890.0
3200,1,26155.42,0,3,1,2,3.0,0.0,35,Male,,Lagos,Lekki,Personal,EMPLOYED,WEB,120129.63,83.33
3286,1,86955.25,143,37,1,6,6.0,12.29,29,Male,Single,Anambra,Awka,Personal,SELF_EMPLOYED,FSA,970637.25,41433.33
3292,1,0.0,0,1,0,0,12.0,61.0,51,Male,Married,Lagos,Iyana-Oba,Personal,EMPLOYED,FSA,8511425.01,227496.5
3293,2,0.0,0,6,0,0,5.0,11.9,53,Male,Married,Lagos,Alagbado ,Personal,SELF_EMPLOYED,WEB,14580673.42,12716678.39
3296,1,3787067.13,225,17,1,7,3.0,32.57,48,Male,Married,Lagos,Festac ,Personal,SELF_EMPLOYED,FSA,13448524.1,8027755.14
3297,1,77152.89,0,3,0,0,12.0,0.0,35,Male,,Kaduna,kaduna,Personal,EMPLOYED,WEB,928515.42,224168.0
3301,2,0.0,0,10,0,0,10.0,30.75,29,Male,Single,Lagos,Ikoyi-obalende Lagos ,Utilities,EMPLOYED,FSA,29618412.29,636846.0
3302,1,2332780.71,235,27,1,10,3.0,0.0,27,Male,Married,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,3143252.64,1876351.33
3303,3,0.0,0,2,0,0,9.0,31.81,50,Male,Married,Lagos,Ajegunle ,Personal,EMPLOYED,FSA,10411711.17,905455.58
3304,2,0.0,0,4,0,0,5.0,24.16,44,Male,Married,Lagos,Apapa ,Personal,SELF_EMPLOYED,FSA,4776729.37,1225000.0
3305,1,0.0,0,0,0,0,6.0,35.83,38,Female,Divorced,Lagos,Ajah,Retail/Home Goods,EMPLOYED,FSA,7570234.72,709567.83
3315,1,269648.79,0,3,0,0,12.0,0.0,30,Female,,Ogun,ABEOKUTA,Personal,EMPLOYED,WEB,3245164.8,222658.0
3318,2,259647.77,0,4,1,2,3.0,0.0,31,Male,Single,Lagos,Ijesha surulere,Personal,SELF_EMPLOYED,FSA,4424252.66,3211762.94
3320,1,0.0,0,7,1,1,10.0,55.23,41,Male,Married,Rivers,Port Harcourt,Housing,EMPLOYED,FSA,8609882.9,795590.67
3321,2,2281171.86,0,36,1,6,10.0,3.03,40,Male,,Kaduna,Kaduna,Personal,SELF_EMPLOYED,WEB,11863887.82,197385.0
3323,1,0.0,0,2,0,0,3.0,8.33,35,Male,Single,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,105287.67,228645.48
3330,1,0.0,0,0,0,0,12.0,0.0,38,Male,Married,Lagos,Lagos ,Retail/Home Goods,EMPLOYED,FSA,540965.92,168000.0
3337,1,313219.97,265,19,1,10,2.0,0.0,33,Male,,Osun,Osogbo,Personal,SELF_EMPLOYED,WEB,405832.79,592769.25
3356,1,0.0,0,0,0,0,3.0,16.66,50,Male,,Ogun,Ijebu-Igbo,Personal,SELF_EMPLOYED,WEB,133477.04,614958.25
3358,2,0.0,0,0,0,0,2.0,0.0,34,Male,,Lagos,Lagos,Personal,SELF_EMPLOYED,WEB,91684.93,226163.17
3395,1,2824798.15,142,18,1,3,3.0,0.0,36,Male,,Rivers,Port Harcourt,Personal,SELF_EMPLOYED,WEB,4279727.04,5115084.07
3412,1,86932.6,0,21,1,1,12.0,43.52,35,Male,Single,Lagos,Aboru,Personal,EMPLOYED,FSA,8347459.78,594333.33
3413,1,1407667.4,0,46,1,8,12.0,17.42,38,Male,,,,Personal,,TSA,6655919.16,174395.0
3417,1,0.0,0,0,0,0,3.0,27.77,53,Male,Married,Lagos,Festac town,Personal,SELF_EMPLOYED,FSA,1233030.93,2697711.29
3420,4,0.0,0,5,0,0,5.0,20.83,32,Female,,Ogun,Abeokuta,Personal,SELF_EMPLOYED,WEB,6603224.25,2509042.77
3424,1,0.0,0,0,0,0,6.0,66.66,28,Female,Single,Lagos,Ikorodu ,Emergency Funds,EMPLOYED,FSA,523253.76,91110.72
3426,1,11458.35,0,55,0,0,12.0,0.0,32,Male,Married,Lagos,Ikorodu,Personal,EMPLOYED,FSA,17022783.03,354663.63
3427,1,0.0,0,0,0,0,3.0,0.0,31,Male,Single,Kaduna,Kaduna ,Utilities,EMPLOYED,FSA,52348.0,92358.56
3432,3,0.0,0,6,0,0,5.0,24.95,59,Female,Married,Lagos,Ikorodu ,Personal,SELF_EMPLOYED,FSA,15354831.0,5862906.32
3459,1,0.0,0,1,0,0,12.0,0.0,25,Male,Single,Lagos,Lagos,Personal,EMPLOYED,FSA,1203975.45,231753.0
3460,1,26499.37,0,1,0,0,6.0,41.66,43,Male,,Ogun,Ado-Odo,Personal,EMPLOYED,WEB,319341.38,77303.53
3466,2,253304.0,0,4,0,0,9.0,0.0,52,Male,,Lagos,Ibeju Lekki,Personal,EMPLOYED,WEB,23765555.21,1197297.05
3475,1,39866.72,0,27,1,2,12.0,34.64,30,Male,Single,Lagos,Lekki ,Personal,SELF_EMPLOYED,FSA,5464321.06,150000.0
3476,1,621282.9,141,45,1,10,6.0,0.0,57,Male,Married,Lagos,Lagos,Personal,EMPLOYED,FSA,1140105.34,48689.62
3488,1,41144.37,0,3,1,2,6.0,0.0,47,Male,,Lagos,Ikotun,Personal,EMPLOYED,WEB,330544.88,47433.33
3499,1,61722.11,0,1,1,1,12.0,0.0,44,Male,,Edo,Benin City,Housing,EMPLOYED,WEB,1485627.1,156380.0
3508,1,0.0,0,0,0,0,3.0,0.0,28,Male,,,,Emergency Funds,SELF_EMPLOYED,WEB,33745.88,222641.81
3516,1,0.0,0,34,0,0,12.0,27.7,33,Male,Married,Lagos,Ijora badia,Personal,EMPLOYED,FSA,14316154.6,267777.36
3517,1,0.0,220,0,0,0,3.0,76.66,33,Male,Single,Plateau,Jos,Personal,SELF_EMPLOYED,WEB,2081145.77,740003.73
3536,3,1683336.47,104,18,1,4,3.0,0.0,47,Female,Single,Lagos,Mafoloku,Personal,SELF_EMPLOYED,FSA,3537523.43,1810246.91
3551,1,16502.79,1,2,0,0,3.0,44.44,38,Male,,Lagos,Lagos,Auto/Transportation,SELF_EMPLOYED,WEB,85038.96,227687.57
3588,1,0.0,0,3,0,0,3.0,0.0,24,Male,,Kaduna,Igabi,Housing,SELF_EMPLOYED,WEB,115634.7,122867.5
3594,1,1122854.12,0,3,0,0,3.0,0.0,31,Male,,Federal Capital Territory,Municipal Area Council,Utilities,EMPLOYED,TSA,2265124.46,4645611.5
3612,2,171288.39,82,18,1,6,3.0,0.0,36,Female,,Lagos,Ikoyi,Utilities,SELF_EMPLOYED,WEB,1243649.04,410751.38
3617,1,899654.13,0,55,0,0,12.0,0.0,43,Male,,,,Personal,,WEB,10213669.73,311338.32
3678,1,0.0,0,0,0,0,3.0,16.66,42,Male,,Edo,Benin City,Education,EMPLOYED,WEB,400431.18,883069.69
3699,1,0.0,0,0,0,0,6.0,0.0,29,Male,,Lagos,Ikorodu,Healthcare,EMPLOYED,WEB,123254.77,59295.0
3713,1,19181.42,0,1,0,0,3.0,0.0,39,Male,,Lagos,Apapa,Personal,EMPLOYED,WEB,72890.82,108443.44
3715,4,65957.82,23,7,1,3,3.0,0.0,36,Female,,Lagos,Lagos,Personal,SELF_EMPLOYED,WEB,463620.2,270612.93
3716,1,3533081.75,0,34,0,0,12.0,18.04,39,Male,Married,Lagos,LAGOS,Personal,EMPLOYED,WEB,42344283.78,2000000.0
3744,1,0.0,0,1,0,0,3.0,0.0,50,Male,,Lagos,Ifako,Personal,EMPLOYED,WEB,419118.32,862913.95
3816,1,197380.58,0,13,0,0,6.0,0.0,25,Female,,Lagos,Ikorodu,Utilities,EMPLOYED,WEB,714323.22,65269.83
3841,2,0.0,0,0,0,0,3.0,16.66,45,Male,,Ebonyi,Abakaliki,Personal,SELF_EMPLOYED,WEB,1275317.18,1554029.15
3881,2,20991.84,0,7,0,0,9.0,21.87,35,Male,,Kwara,Ilorin,Personal,EMPLOYED,WEB,540521.58,60000.0
3882,1,0.0,15,2,0,0,3.0,24.58,44,Male,,Oyo,ibabdan,Personal,SELF_EMPLOYED,WEB,7045893.52,9093397.72
4001,1,112484.71,0,1,1,1,3.0,0.0,36,Male,,Oyo,Ibadan,Personal,SELF_EMPLOYED,WEB,678493.04,1393706.63
4022,1,162255.54,0,8,0,0,12.0,0.0,28,Male,,,Calabar,Personal,EMPLOYED,WEB,3265277.05,134187.5
4033,1,628455.63,141,35,1,9,6.0,29.54,29,Male,,Lagos,Badagry,Housing,EMPLOYED,WEB,1556090.03,77860.0
4048,1,238384.25,0,15,0,0,6.0,0.0,47,Female,Married,Lagos,LAGOS,Personal,EMPLOYED,WEB,890802.78,70000.0
4052,1,925813.07,0,21,0,0,12.0,0.0,39,Male,Single,Lagos,lagos,Personal,EMPLOYED,WEB,4178310.24,146304.0
4100,1,0.0,0,2,0,0,3.0,8.33,27,Male,,Lagos,ibeju,Personal,SELF_EMPLOYED,WEB,4344966.96,21500.0
4140,1,46806.43,0,3,0,0,12.0,0.0,45,Male,,Lagos,LAGOS,Travel & Hospitality,EMPLOYED,WEB,1126594.54,388837.0
4151,1,2139697.48,0,55,1,9,12.0,0.0,26,Male,Single,Cross River,Calaber ,Personal,EMPLOYED,FSA,6741004.27,126096.53
4152,1,378088.2,0,13,0,0,6.0,0.0,28,Male,,Lagos,lagos,Housing,EMPLOYED,WEB,1036459.55,97367.27
4154,2,0.0,0,0,0,0,3.0,20.83,27,Male,,Borno,Maiduguri,Housing,SELF_EMPLOYED,WEB,186230.83,367085.71
4188,1,577611.95,134,45,1,4,6.0,0.0,22,Male,,Lagos,Lagos,Healthcare,EMPLOYED,WEB,1910455.25,95079.12
4195,1,249361.2,0,54,1,2,12.0,0.69,34,Male,Married,Lagos,Lagos,Housing,EMPLOYED,FSA,30317928.41,960850.85
4238,2,873154.44,3,21,0,0,6.0,10.71,39,Male,,Rivers,Port Harcourt,Personal,EMPLOYED,WEB,1666745.72,117685.0
4239,1,0.0,0,0,0,0,6.0,0.0,34,Male,,,,Education,EMPLOYED,WEB,130257.44,89333.33
4243,1,6864173.75,0,55,1,8,12.0,0.0,20,Male,Single,Lagos,Lagos( ijaiye,Personal,EMPLOYED,FSA,37813926.26,628211.0
4244,2,29661.68,0,3,1,2,3.0,6.66,35,Male,,Plateau,Jos,Personal,EMPLOYED,WEB,234033.09,48788.47
4250,1,1587240.9,0,19,0,0,12.0,0.0,48,Male,Married,Nasarawa,Lafia,Personal,EMPLOYED,WEB,7041231.33,206869.33
4261,3,0.0,0,1,0,0,5.0,41.49,47,Male,Married,Lagos,Lagos ,Personal,EMPLOYED,FSA,3003077.72,112666.67
4266,1,0.0,0,1,0,0,12.0,62.82,47,Male,Married,Lagos,Lagos,Personal,EMPLOYED,FSA,7847517.37,174866.0
4286,1,711162.23,6,21,0,0,6.0,0.0,38,Male,,Lagos,Lagos,Personal,EMPLOYED,WEB,1428636.18,119916.0
4301,1,235314.85,0,11,0,0,12.0,13.21,33,Female,Married,Lagos,LAGOS,Personal,EMPLOYED,WEB,3398376.96,166702.0
4353,1,0.0,0,0,0,0,3.0,0.0,29,Female,,,,Personal,SELF_EMPLOYED,WEB,34036.49,372219.09
4365,1,604561.23,231,17,1,9,3.0,43.93,43,Female,Married,Ogun,Ibafo,Personal,SELF_EMPLOYED,FSA,1174599.25,698768.43
4390,1,846228.98,9,6,0,0,3.0,0.0,33,Male,,Edo,Benin City,Personal,SELF_EMPLOYED,WEB,1701451.92,1746802.7
4395,1,109500.0,9,1,0,0,1.0,0.0,31,Male,,,,Housing,SELF_EMPLOYED,WEB,111475.0,4362439.9
4406,1,0.0,0,2,0,0,6.0,41.74,55,Male,Married,Ogun,Owode,Personal,EMPLOYED,FSA,714323.22,59800.0
4429,1,881468.4,232,27,1,10,3.0,0.0,44,Male,Married,Lagos,Surulere ,Personal,SELF_EMPLOYED,FSA,3631245.09,541542.03
4442,2,0.0,0,1,0,0,4.0,14.58,35,Male,,Edo,Benin City,Personal,EMPLOYED,WEB,394904.34,426927.29
4463,1,0.0,0,0,0,0,3.0,0.0,43,Female,,,,Personal,EMPLOYED,WEB,160839.85,1089095.0
4504,1,42058.42,0,1,1,1,3.0,0.0,54,Female,,Lagos,Festac Town,Personal,EMPLOYED,WEB,253606.7,518138.0
4515,1,565877.9,0,15,1,5,8.0,0.0,37,Male,,Lagos,Lagos,Housing,EMPLOYED,WEB,2057970.84,132749.0
4518,1,0.0,0,0,0,0,6.0,42.0,49,Male,,Kwara,"Ilorin, Kwara State",Emergency Funds,SELF_EMPLOYED,WEB,476212.05,73000.0
4596,1,0.0,0,0,0,0,3.0,27.77,36,Female,Married,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,3432469.74,3523296.67
4617,1,0.0,0,0,0,0,3.0,0.0,27,Female,,Lagos,Ikorodu,Healthcare,EMPLOYED,WEB,262504.45,396060.51
4619,1,0.0,0,0,0,0,12.0,0.0,48,Male,,Rivers,Port Harcourt,Personal,EMPLOYED,WEB,1295283.03,266359.52
4626,1,37161.94,0,1,0,0,12.0,0.0,29,Male,,Ogun,Ilaro,Personal,EMPLOYED,WEB,894470.24,131913.0
4630,2,0.0,0,4,1,1,3.0,9.72,33,Female,Single,Lagos,Amukoko,Personal,EMPLOYED,FSA,854082.75,1410082.27
4651,1,19037.49,0,1,0,0,3.0,0.0,31,Female,,Lagos,Agege,Education,SELF_EMPLOYED,WEB,114789.92,375679.11
4652,3,104530.96,0,14,0,0,5.0,9.47,39,Female,Single,Lagos,Kosofe,Personal,SELF_EMPLOYED,FSA,3234760.66,867574.55
4655,1,0.0,0,1,0,0,3.0,19.44,42,Female,Married,Ogun,Ogun,Personal,SELF_EMPLOYED,FSA,152163.72,335064.29
4661,1,598350.72,0,10,0,0,12.0,26.38,24,Female,,Ogun,Abeokuta,Personal,EMPLOYED,WEB,5450382.0,213571.0
4664,1,697710.39,33,27,1,1,6.0,0.0,37,Female,,Lagos,Ojota,Personal,EMPLOYED,WEB,1602313.84,109873.0
4750,1,0.0,0,6,0,0,6.0,30.87,34,Female,,Lagos,Lagos,Personal,EMPLOYED,WEB,1092487.74,114025.42
4762,1,2020320.98,0,55,1,8,12.0,0.0,25,Male,Married,Rivers,Rivers,Personal,EMPLOYED,FSA,8511425.01,200479.0
4774,1,0.0,0,0,0,0,12.0,41.66,39,Male,,Lagos,Lagos,Personal,EMPLOYED,WEB,3531458.78,339625.0
4789,1,928767.99,104,15,1,3,3.0,0.0,35,Male,,Federal Capital Territory,Abuja,Emergency Funds,EMPLOYED,WEB,1306099.2,1129545.54
4796,1,207480.56,102,15,1,3,3.0,0.0,32,Male,,Edo,Benin City,Housing,SELF_EMPLOYED,WEB,400431.12,294859.27
4805,1,546628.32,0,55,1,4,12.0,0.0,45,Female,Divorced,Lagos,Isolo Lagos ,Housing,EMPLOYED,FSA,14390986.72,595611.42
4816,1,607111.97,139,18,1,3,3.0,0.0,29,Male,Married,Lagos,Idolo,Emergency Funds,SELF_EMPLOYED,FSA,1691015.84,1389913.82
4876,1,0.0,0,2,0,0,6.0,41.74,35,Male,Married,Lagos,Ifako-ijaiye ,Personal,EMPLOYED,FSA,1109298.3,86493.49
4877,2,77816.46,0,21,0,0,9.0,16.04,30,Male,Single,Edo,Benin ,Utilities,EMPLOYED,FSA,7639156.08,193240.0
4918,3,0.0,0,0,0,0,4.0,47.4,43,Male,Married,Lagos,Lagos,Personal,EMPLOYED,FSA,2870087.89,445858.54
4920,1,958579.68,220,27,1,7,3.0,0.0,44,Male,,,,Personal,,WEB,1707978.8,1017464.29
4925,1,0.0,0,3,0,0,3.0,0.0,31,Female,,Kaduna,Kujama,Emergency Funds,SELF_EMPLOYED,WEB,473640.78,76102.0
4931,1,0.0,0,10,0,0,12.0,47.18,32,Female,Married,Lagos,Alimosho ,Education,EMPLOYED,FSA,17022783.03,440657.52
5081,1,110846.46,46,24,1,3,6.0,4.96,37,Female,Married,Lagos,Aguda,Personal,EMPLOYED,FSA,1322193.6,91667.0
5123,1,162518.84,2,6,0,0,3.0,0.0,38,Male,,Lagos,Lekki,Personal,SELF_EMPLOYED,WEB,491196.12,101007.17
5141,2,0.0,0,3,0,0,5.0,31.3,43,Male,Married,Lagos,Lekki,Utilities,SELF_EMPLOYED,WEB,2323923.8,0.0
5161,1,0.0,0,15,0,0,6.0,0.0,50,Male,Married,Edo,Auchi,Personal,EMPLOYED,FSA,1235356.5,96836.5
5175,1,189769.96,34,5,1,1,6.0,58.75,32,Male,Single,Lagos,Lagos,Personal,EMPLOYED,WEB,1848826.96,108778.0
5183,1,348670.05,4,21,0,0,6.0,0.0,40,Male,Married,Lagos,lagos,Personal,EMPLOYED,WEB,1050471.72,82457.95
5185,1,173488.24,42,9,1,1,3.0,0.0,38,Male,,Lagos,Ikorodu,Retail/Home Goods,EMPLOYED,WEB,290213.25,240309.68
5194,1,243608.6,228,27,1,9,3.0,0.0,60,Male,Married,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,534534.44,315183.33
5195,1,648414.95,103,15,1,3,3.0,0.0,40,Male,,Oyo,Egbeda,Personal,EMPLOYED,WEB,913356.01,1065326.88
5212,1,80327.77,72,12,0,0,3.0,0.0,35,Male,Single,Lagos,Ojo,Emergency Funds,EMPLOYED,FSA,290447.04,59514.0
5213,1,0.0,0,0,0,0,6.0,0.0,33,Male,,Lagos,Ikorodu,Education,EMPLOYED,TSA,66112.45,164564.86
5219,2,483264.33,0,6,1,1,4.0,0.0,45,Male,Married,Lagos,Onike saba Yaba Lagos ,Utilities,SELF_EMPLOYED,WEB,15808589.91,9731067.71
5230,2,149287.43,193,24,1,6,3.0,0.0,30,Male,,Lagos,Agege,Healthcare,EMPLOYED,WEB,440475.31,336296.64
5235,1,911095.22,84,12,1,4,3.0,0.0,42,Male,,Lagos,Festac Town,Healthcare,SELF_EMPLOYED,WEB,2348629.74,3547681.32
5245,2,0.0,0,0,0,0,5.0,40.52,43,Male,Married,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,32317209.24,17054213.97
5262,2,0.0,0,1,0,0,3.0,8.33,37,Male,,Lagos,Agege,Housing,EMPLOYED,WEB,160172.84,29195.55
5270,1,26942.76,0,3,0,0,3.0,0.0,52,Male,Married,Lagos,Ajegunle,Emergency Funds,SELF_EMPLOYED,FSA,673274.13,366221.86
5318,2,179955.63,0,36,1,6,12.0,0.0,43,Male,Married,Lagos,Bariga,Personal,EMPLOYED,FSA,5793857.38,171000.0
5336,1,0.0,0,0,0,0,12.0,0.0,39,Male,,Edo,edo,Personal,EMPLOYED,WEB,1121958.43,230737.66
5370,1,206566.07,136,26,1,7,6.0,39.09,44,Male,,Lagos,Oshodi,Housing,EMPLOYED,WEB,1240249.12,67376.0
5377,1,1362781.68,0,19,0,0,12.0,0.0,29,Female,,Kwara,Ilorin,Personal,EMPLOYED,WEB,6564593.16,225015.0
5393,1,756472.83,0,15,0,0,12.0,0.0,46,Male,,Lagos,Ikeja,Personal,EMPLOYED,WEB,18212605.26,621886.63
5411,1,54725.44,12,6,0,0,3.0,0.0,46,Male,Married,Enugu,Emehelaku lay out ugbene ,Retail/Home Goods,SELF_EMPLOYED,FSA,260959.72,200210.61
5414,3,0.0,0,5,0,0,5.0,26.25,32,Female,Married,Oyo,Ibadan ,Personal,SELF_EMPLOYED,FSA,6066647.67,1855092.86
5434,1,0.0,0,0,0,0,3.0,0.0,41,Male,,Imo,Owerri,Personal,EMPLOYED,WEB,33745.88,222336.53
5439,1,494550.54,0,6,0,0,12.0,0.0,30,Male,,Lagos,Ikorodu,Personal,EMPLOYED,WEB,3967853.88,179749.0
5451,1,522674.0,0,12,0,0,12.0,8.89,32,Male,,Lagos,Ikotun,Personal,EMPLOYED,WEB,9461444.4,604974.0
5478,1,997535.38,69,33,1,2,6.0,0.0,32,Male,,Akwa Ibom,Uyo,Housing,EMPLOYED,WEB,1638731.61,106701.0
5493,1,574210.98,31,24,1,1,6.0,0.0,38,Male,,Kaduna,Kaduna,Personal,EMPLOYED,WEB,1154115.92,79322.0
5501,1,78103.3,0,3,0,0,6.0,0.0,50,Male,,Lagos,Lagos,Personal,EMPLOYED,WEB,705912.78,112096.39
5527,3,106346.94,0,6,0,0,3.0,0.0,31,Female,,Lagos,Agege,Personal,SELF_EMPLOYED,WEB,379615.87,410986.79
